#,Name,Symbol,On Exchange,% Supply On Exchange,1D Change,1D Change %,7D Change,7D Change %,30D Change,30D Change %
776,Shattered Legion,SLG,70730097.0,7.12,1.281e-05,0.0,-2499775.38,-3.41,-904555.89,-1.26
777,Taboo Token,TABOO,188010115.0,1.92,2890547.88,1.56,-13601260.09,-6.75,-39777771.69,-17.46
778,Wojak,WOJAK,20240182983.0,29.16,33196670.3,0.16,53271374.7,0.26,1701660998.0,9.18
779,Pitbull,PIT,7132357792529829.0,7.13,687636573894.0,0.01,-77198139856787.0,-1.07,-139259814348968.0,-1.92
780,Sperax,SPA,530533704.0,11.5,3791722.87,0.72,3655464.72,0.69,-43619802.85,-7.6
781,Robonomics Network,XRT,198182.0,10.35,0.0,0.0,2.248e-05,0.0,0.0,0.0
782,Botto,BOTTO,1382286.0,1.38,58619.07,4.43,199869.1,16.9,633110.63,84.51
783,Ferrum Network,FRM,24115043.0,4.04,-69384.15,-0.29,-77216.64,-0.32,-2148575.9,-8.18
784,Coinweb,CWEB,334095542.0,4.38,1892668.79,0.57,-1206034.66,-0.36,17263229.04,5.45
785,Student Coin,STC,327681887.0,3.28,-35107500.0,-9.68,-35107500.0,-9.68,-16751859.43,-4.86
786,Decubate,DCB,96762541.0,10.18,-58370404.14,-37.63,-345692.74,-0.36,19322507.02,24.95
787,HEZ,HEZ,6190.41,0.06,0.0,0.0,1.16e-06,0.0,-151.72,-2.39
788,Prosper,PROS,30769686.0,30.77,13731.26,0.04,80133.74,0.26,501921.86,1.66
789,piin,PIIN,96349014763.0,96.35,0.0,0.0,-1087568078.0,-1.12,679264510.0,0.71
790,GraphLinq Protocol,GLQ,229694436.0,45.94,0.0,0.0,9290.32,0.0,-14980.0,-0.01
791,GYEN,GYEN,167819615.0,8.18,5900.67,0.0,-5382084.42,-3.11,47630413.11,39.63
792,LAToken,LA,346103335.0,86.53,-4.421e-07,0.0,-1.577e-05,0.0,-1.577e-05,0.0
793,HAPI.one,HAPI,128326.0,21.37,-141.66,-0.11,-1068.32,-0.83,1901.98,1.5
794,Ichi.Farm,ICHI,1029.15,0.02,0.0,0.0,0.0,0.0,0.0,0.0
795,Jesus Coin,JESUS,1428653897059.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0
796,Bad Idea AI,BAD,34872155264940.0,4.2,565660387888.0,1.65,1336473745308.0,3.99,6174925973966.0,21.52
797,Saito,SAITO,203626243.0,6.79,1566903.3,0.78,-44651.27,-0.02,19051497.5,10.32
798,Bidao® Smart Chain,BISC,61283.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
799,Huobi Polkadot,HDOT,1027252.0,24.28,0.0,0.0,4.523e-05,0.0,0.0,0.0
800,PolkaFoundry,PKF,580642.0,0.29,-160.87,-0.03,-49523.88,-7.86,281328.5,93.99
801,Dimitra,DMTR,155298112.0,30.94,-28208781.94,-15.37,-23161296.96,-12.98,-20132155.3,-11.48
802,Hegic,HEGIC,85538635.0,2.84,-9437.99,-0.01,77126.55,0.09,-7059160.23,-7.62
803,Verified USD,USDV,1963068.0,11.45,300357.6,18.06,883514.26,81.84,-581812.08,-22.86
804,SpaceN,SN,4600442.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0
805,Shiba Predator,QOM,14080537547793.0,2.35,3646321264.0,0.03,-9998464432.0,-0.07,-284408683899.0,-1.98
806,OmniCat,OMNI,975211488.0,2.13,-3278955.09,-0.34,-16756483.57,-1.69,0.0,0.0
807,Pinakion,PNK,17589835.0,2.26,-716213.33,-3.91,9211656.81,109.95,-8346815.74,-32.18
808,Metahero,HERO,337145797.0,3.45,-5508762.7,-1.61,-18366363.81,-5.17,-35928976.51,-9.63
809,SIDUS HEROES DAO,SENATE,7403075.0,3.86,162672.2,2.25,534541.4,7.78,4023645.23,119.06
810,TOKPIE,TKP,646454.0,0.65,-4.38e-06,0.0,1518.53,0.24,3916.15,0.61
811,Tokemak,TOKE,325972.0,0.33,1247.93,0.38,-65039.16,-16.63,-65919.86,-16.82
812,Turtsat,TURT,161533681.0,16.15,664238.1,0.41,1843635.39,1.15,37694297.1,30.44
813,Gamium,GMM,3324646970.0,7.64,22562353.54,0.68,55126124.11,1.69,85346957.69,2.63
814,ALITA,ALITA,110797077.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0
815,MASQ,MASQ,644455.0,1.72,79677.88,14.11,39788.1,6.58,-64641.54,-9.12
816,Dtravel,TRVL,40512803.0,4.05,1200000.0,3.05,1191871.25,3.03,3832227.5,10.45
817,YIELD App,YLD,19872752.0,6.62,0.00010425,0.0,454593.72,2.34,1034438.67,5.49
818,DexCheck,DCK,51449639.0,5.25,-18151424.31,-26.08,-10998093.18,-17.61,-6618409.29,-11.4
819,RFOX,RFOX,266819240.0,13.34,8638.5,0.0,1612633.6,0.61,3042028.39,1.15
820,Fuse,FUSE,3932891.0,1.2,7667.54,0.2,154612.78,4.09,1394403.51,54.93
821,WIBX,WBX,17142143.0,0.15,7.44e-06,0.0,0.0,0.0,4.842e-05,0.0
822,Swash,SWASH,71215741.0,7.15,1131019.44,1.61,3506666.59,5.18,7730280.2,12.18
823,Limoverse,LIMO,4299869.0,0.04,0.0,0.0,25000.0,0.58,94950.83,2.26
824,NFTX,NFTX,3820.09,0.59,3.223e-05,0.0,3.223e-05,0.0,0.0,0.0
825,Genopets,GENE,7209.22,0.01,0.0,0.0,0.0,0.0,0.0,0.0
826,MixMarvel,MIX,104740807.0,1.05,-80003552.5,-43.31,-58252734.0,-35.74,-6864239.79,-6.15
827,Shping,SHPING,66722685.0,0.67,-19261923.77,-22.4,-19258349.14,-22.4,-18884215.88,-22.06
828,Push Protocol,PUSH,6288351.0,6.29,31273.79,0.5,263374.61,4.37,653671.09,11.6
829,Binance IDR,BIDR,310982374170.0,48.16,-6220758102.0,-1.96,438638622.0,0.14,13636040170.0,4.59
830,Gains,GAINS,530939.0,0.53,-52836.2,-9.05,-29128.84,-5.2,0.0,0.0
831,GET Protocol,GET,439678.0,1.88,-84.1675,-0.02,1312.02,0.3,-9475.58,-2.11
832,Prometheum Prodigy,PMPY,49177117.0,7.41,-913582.56,-1.82,10260024.49,26.36,18113521.6,58.31
833,BSCPad,BSCPAD,4404367.0,2.51,-110509.54,-2.45,-303446.77,-6.45,-27537.7,-0.62
834,Veloce,VEXT,113564.0,0.19,-100798.05,-47.02,-21059.99,-15.64,-80761.43,-41.56
835,Metronome,MET,743807.0,5.17,-238.63,-0.03,-301.57,-0.04,9720.85,1.32
836,Epik Prime,EPIK,242028054.0,12.1,-94942.54,-0.04,-377156.8,-0.16,3719546.49,1.56
837,Cosplay Token,COT,83581751.0,8.36,1578446.94,1.92,2997153.44,3.72,4477202.98,5.66
838,ELYSIA,EL,47326542.0,0.7,7593262.37,19.11,7201720.56,17.95,6371459.13,15.56
839,AIPAD,AIPAD,6323506.0,3.18,-45644.45,-0.72,-247478.73,-3.77,943312.79,17.53
840,UniX Gaming,UNIX,874284.0,0.09,0.0,0.0,0.0,0.0,-50124.93,-5.42
841,SwftCoin,SWFTC,2295588337.0,22.96,-54918527.46,-2.34,-33584694.55,-1.44,-500917829.0,-17.91
842,UniCrypt,UNCX,45.7,0.1,4.82e-06,0.0,0.0,0.0,1.0391,2.33
843,Comsats,CSAS,10608147.0,1.06,2517655.49,31.12,4553988.01,75.22,3060427.51,40.55
844,Hourglass,WAIT,2204548.0,2.25,5308.06,0.24,46681.49,2.16,580817.37,35.77
845,PureFi,UFI,5023898.0,5.02,161436.64,3.32,-333833.65,-6.23,-1487834.31,-22.85
846,Izumi Finance,IZI,104221107.0,5.21,727489.04,0.7,1463718.3,1.42,4168338.16,4.17
847,Arianee Protocol,ARIA20,146420.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0
848,Areon Network,AREA,49195578.0,19.68,0.0,0.0,490.0,0.0,490.0,0.0
849,AMO Coin,AMO,773966758.0,3.93,0.0,0.0,1.997e-05,0.0,0.0,0.0
850,CONUN,CON,194642.0,0.0,-3.176e-05,0.0,-3.176e-05,0.0,0.0,0.0
851,Bitrock,BITROCK,16660029.0,16.66,139612.62,0.85,682930.75,4.27,1367277.52,8.94
852,Newscrypto,NWC,5545999.0,2.05,6053.92,0.11,8638.42,0.16,-464019.17,-7.72
853,Rupiah Token,IDRT,40349054183.0,21.23,524481015.0,1.32,-170069182.0,-0.42,-3437345262.0,-7.85
854,Maxity,MAX,6177149.0,0.62,0.0,0.0,68831.0,1.13,69454.99,1.14
855,Decentral Games,DG,75.59,0.01,0.0,0.0,0.0,0.0,-2.627e-05,0.0
856,BitKan,KAN,965526404.0,9.66,9.131e-05,0.0,-7378705.31,-0.76,-3487410.78,-0.36
857,Iskra,ISK,754709.0,0.08,-89147.54,-10.56,-76520.44,-9.21,-228928.15,-23.27
858,Vita Inu,VINU,418226243515636.0,46.48,-863169273755.0,-0.21,-2246765237203.0,-0.53,-7187840888884.0,-1.69
859,Parallel,PAR,135098.0,1.2,-1.276e-05,0.0,-3.719e-05,0.0,2.443e-05,0.0
860,Xend Finance,XRWA,3656383.0,1.86,-121380.12,-3.21,-7380069.17,-66.87,-9986089.69,-73.2
861,Everdome,DOME,3688485005.0,4.0,-14504954.42,-0.39,-25762680.46,-0.69,102062356.0,2.85
862,XDEFI Wallet,XDEFI,6018157.0,2.51,4.406e-05,0.0,13956.07,0.23,238147.15,4.12
863,Lossless,LSS,26338722.0,26.34,4.988e-05,0.0,-908.67,0.0,205345.8,0.79
864,Blocksquare Token,BST,2607322.0,8.18,18933.57,0.73,43918.75,1.71,162977.77,6.67
865,PlayZap,PZP,1926842.0,1.29,9991.57,0.52,68025.1,3.66,250655.33,14.95
866,Nestree,EGG,48934157.0,1.63,-270798.6,-0.55,-236653.69,-0.48,-9076666.84,-15.65
867,Outer Ring,GQ,450235192.0,7.49,-60774897.6,-11.89,-67097120.54,-12.97,81698326.39,22.17
868,RAI Finance,SOFI,10022558.0,1.0,0.0,0.0,9143.99,0.09,42630.78,0.43
869,Diamond Launch Coin,DLC,21595187.0,2.16,0.0,0.0,-0.0001,0.0,7507.44,0.03
870,B-cube.ai,BCUBE,157001.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0
871,Cratos,CRTS,411426314.0,0.41,0.0,0.0,10068086.71,2.51,-6843143.72,-1.64
872,Unibright,UBT,4517751.0,3.01,-1321.77,-0.03,-4671.95,-0.1,-86341.8,-1.88
873,MEVerse,MEV,60098484.0,3.0,-2.629e-05,0.0,-2.629e-05,0.0,0.0,0.0
874,Winnerz,WNZ,18553110.0,0.19,200.0,0.0,16617.0,0.09,5192358.77,38.86
875,Swarm Markets,SMT,5408523.0,2.23,11474.28,0.21,113315.06,2.14,716254.67,15.26
876,PalmPay,PALM,151962.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0
877,Cult DAO,CULT,448722492858.0,9.05,-1600886198.0,-0.36,538609147.0,0.12,-13874467637.0,-3.0
878,EML Token,EML,6532797.0,0.33,-326.99,-0.01,-17676.16,-0.27,408997.91,6.68
879,MarsDAO,MDAO,5429044.0,5.66,-211956.86,-3.76,-385079.39,-6.62,996.9,0.02
880,Somnium Space Cubes,CUBE,2081628.0,2.08,-522.69,-0.03,9581.4,0.46,-36385.27,-1.72
881,PIBBLE,PIB,2823693.0,0.01,-4.454e-05,0.0,-4.454e-05,0.0,-4.454e-05,0.0
882,Torum,XTM,59668325.0,7.46,-80074.83,-0.13,290321.13,0.49,-60319.55,-0.1
883,Dvision Network,DVI,28858056.0,2.89,82408.4,0.29,2269.29,0.01,81583.27,0.28
884,Züs,ZCN,1862984.0,0.93,15571.04,0.84,62638.39,3.48,626094.56,50.62
885,Hoge Finance,HOGE,14805147208.0,3.68,104524.28,0.0,-20000847.76,-0.13,-58913836.52,-0.4
886,Project WITH,WIKEN,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
887,Pintu Token,PTU,4309345.0,1.44,-4.274e-05,0.0,-21001.24,-0.48,120207.24,2.87
888,BRN Metaverse,BRN,7671495.0,3.38,-93103.24,-1.2,-52255.82,-0.68,-116495.79,-1.5
889,Chirpley,CHRP,139156910.0,14.06,1404543.7,1.02,-4317613.79,-3.01,6148816.66,4.62
890,Quiztok,QTCON,435588.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
891,Presearch,PRE,15724838.0,2.1,6.01e-06,0.0,-1.764e-05,0.0,-2.889e-05,0.0
892,Sora,SORA,176914259.0,17.69,13361225.87,8.17,0.0,0.0,0.0,0.0
893,Big Data Protocol,BDP,17980941.0,27.7,-35692.43,-0.2,122021.32,0.68,983721.83,5.79
894,SIX Network,SIX,4538425.0,0.45,0.0,0.0,74812.61,1.68,143533.22,3.27
895,Liquidus(old),LIQ,197112.0,0.26,0.0,0.0,0.0,0.0,-13.1957,-0.01
896,ZKBase,ZKB,183010706.0,30.6,-240421.51,-0.13,-2346358.38,-1.27,-212548350.0,-53.73
897,ETHAX,ETHAX,544006.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0
898,RAE,RAE,20842.0,0.37,-1.09e-05,0.0,0.0,0.0,-1.09e-05,0.0
899,PAWSWAP,PAW,59310622510886.0,5.93,-1031011541541.0,-1.71,-1207500714885.0,-2.0,4827085877911.0,8.86
900,XDB Chain,XDB,7091139.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0
901,EGOLD,EGOLD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
902,Polkadex,PDEX,1225964.0,14.66,-20000.0,-1.61,-14036.78,-1.13,-3500.39,-0.28
903,LoopNetwork,LOOP,69487012.0,38.46,17146.88,0.02,696535.59,1.01,2319160.58,3.45
904,Akita Inu,AKITA,42279818067299.0,42.28,377011417429.0,0.9,308644129665.0,0.74,447274171862.0,1.07
905,Gameswap,GSWAP,1983.12,0.01,0.0,0.0,0.0,0.0,0.0,0.0
906,Horizon Protocol,HZN,8956019.0,3.79,130697.12,1.48,1100811.5,14.01,1377367.94,18.17
907,Thena,THE,116958.0,0.08,0.0,0.0,0.0,0.0,-1392.65,-1.18
908,Shyft Network,SHFT,12582328.0,0.5,-1042937.72,-7.65,-2223431.38,-15.02,-5630026.33,-30.91
909,Squid Grow,SQUIDGROW,67899475233342.0,3.39,-2708163663179.0,-3.84,-436736726575.0,-0.64,-2592131084765.0,-3.68
910,BOBO,BOBO,4003911549375.0,5.8,57464720734.0,1.46,-364524298540.0,-8.34,-753424239779.0,-15.84
911,OpenOcean,OOE,89439989.0,8.94,-269051.73,-0.3,-1137308.39,-1.26,1731737.54,1.97
912,APM Coin,APM,158502890.0,8.74,-1096875.97,-0.69,12818407.38,8.8,15042922.38,10.49
913,Bware,INFRA,611330.0,0.61,-3637.06,-0.59,-8595.97,-1.39,-148533.96,-19.55
914,Valor Token,VALOR,112464.0,0.15,-2.834e-05,0.0,0.0,0.0,-131.39,-0.12
915,Ice: Decentralized Future,ICE,20343434.0,1.96,1020763.57,5.28,-353080.3,-1.71,10416310.52,104.93
916,Rai Reflex Index,RAI,113216.0,6.2,8.83e-06,0.0,4314.01,3.96,15012.56,15.29
917,Origin Dollar Governance,OGV,217998134.0,5.3,2012820.68,0.93,7490766.17,3.56,8490474.01,4.05
918,SportX,SX,673138.0,0.12,-2.028e-05,0.0,-2.217e-05,0.0,-703077.9,-51.09
919,LeisureMeta,LM,90318759.0,1.93,253922.61,0.28,6126410.44,7.28,4228972.23,4.91
920,LitLab Games,LITT,105781713.0,3.53,11625243.21,12.35,11001881.36,11.61,22315476.04,26.74
921,BetProtocol,BEPRO,278265372.0,2.78,5.2e-05,0.0,1.381e-05,0.0,5.2e-05,0.0
922,Catgirl,CATGIRL,1315303220386643.0,3.58,5300805373029.0,0.4,24486118207456.0,1.9,93071789059988.0,7.61
923,Sinverse,SIN,97831776.0,9.78,4621395.55,4.96,-1176423.17,-1.19,6600238.37,7.23
924,WHALE,WHALE,457954.0,4.58,0.0,0.0,-1894.39,-0.41,887.88,0.19
925,MongCoin,$MONG,184984603483767.0,26.81,538952294850.0,0.29,-5030931617487.0,-2.65,802260841950.0,0.44
926,EverRise(V3),RISE,519867550.0,0.73,2240493.36,0.43,23225851.45,4.68,26239467.03,5.32
927,Shina Inu,SHI,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
928,LABEL Foundation,LBL,67551961.0,2.25,-1242809.46,-1.81,-2512553.34,-3.59,7586359.1,12.65
929,Dacxi,DACXI,407825420.0,4.08,0.0,0.0,0.0,0.0,0.0,0.0
930,QUINT,QUINT,5581210.0,0.71,-82697.55,-1.46,-53013.62,-0.94,60168.99,1.09
931,Humans,HEART,340696338.0,8.88,-2873942.37,-0.84,10615146.22,3.22,38548531.19,12.76
932,GensoKishi Metaverse,MV,3839794.0,0.19,5.96e-06,0.0,2.433e-05,0.0,53703.2,1.42
933,King DAG,KDAG,1476591.0,0.15,3.097e-05,0.0,4.983e-05,0.0,0.0,0.0
934,Pomerium,PMG,14964884.0,1.5,467198.74,3.22,-3328943.71,-18.2,-652384.17,-4.18
935,Perion Credits,PERC,1285859.0,1.29,27921.19,2.22,70465.97,5.8,361427.01,39.1
936,Etherisc DIP Token,DIP,1367668.0,0.14,-1.375e-05,0.0,-7304.97,-0.53,-7304.97,-0.53
937,Everest,ID,1753075.0,0.22,-1005518.92,-36.45,-1557752.72,-47.05,-1443533.27,-45.16
938,Uniris,UCO,40364533.0,4.04,-2.851e-05,0.0,244390.91,0.61,-262193.39,-0.65
939,Minati Coin,MNTC,192761.0,1.73,0.0,0.0,0.0,0.0,0.0,0.0
940,QuadrantProtocol,EQUAD,6221451.0,0.62,-1.269e-05,0.0,1.662e-05,0.0,-1.269e-05,0.0
941,Rangers Protocol,RPG,496006.0,2.36,0.0,0.0,0.0,0.0,0.0,0.0
942,BiLira,TRYB,4141348.0,1.73,8.4e-05,0.0,-29568.79,-0.71,51385.57,1.26
943,LootBot,LOOT,58348.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0
944,Darwinia Network,RING,93810748.0,3.91,-1047812.44,-1.1,-2668723.9,-2.77,5531900.21,6.27
945,Paribus,PBX,1971319101.0,21.24,-2.232e-05,0.0,38758728.0,2.01,84470379.47,4.48
946,IMPT,IMPT,889728.0,0.03,-23945.84,-2.62,-338985.09,-27.59,-276424.9,-23.7
947,Thetan Arena,THG,9820510.0,2.34,-1207.75,-0.01,-612437.73,-5.87,-78467.83,-0.79
948,XELS,XELS,5951372.0,28.34,2.677e-05,0.0,-15750.13,-0.26,2349.65,0.04
949,BreederDAO,BREED,7050175.0,0.71,0.0,0.0,-286.12,0.0,-286.12,0.0
950,Verse,VERSE,564906643.0,0.29,0.0,0.0,-3.875e-05,0.0,-258171387.0,-31.37
951,Unification,FUND,7782572.0,6.49,-123028.59,-1.56,-120797.13,-1.53,-79000.72,-1.0
952,MultiVAC,MTV,2789220751.0,27.89,14113471.41,0.51,11601515.57,0.42,29460996.36,1.07
953,GamesPad,GMPD,27658610.0,5.59,63312.85,0.23,1213.3,0.0,-1331925.76,-4.59
954,Mint Club,MINT,30139030253.0,2.62,136243803.0,0.45,-653763344.0,-2.12,3125933775.0,11.57
955,Govi,GOVI,2709784.0,8.47,0.0,0.0,-29415.4,-1.07,-100098.92,-3.56
956,Real Smurf Cat,SMURFCAT,7045839714.0,7.05,668765145.0,10.49,608113008.0,9.45,315407344.0,4.69
957,Umbrella Network,UMB,43604956.0,13.12,98256.64,0.23,94063.81,0.22,6286657.61,16.85
958,Era Swap,ES,3471829.0,0.09,-7.58e-06,0.0,-7.58e-06,0.0,0.0,0.0
959,Grove Coin V2,GRV,2750565.0,2.78,-15334.85,-0.55,-188650.1,-6.42,159925.35,6.17
960,DappRadar,RADAR,281691761.0,2.82,1172200.18,0.42,3842045.3,1.38,2092.08,0.0
961,Lithium Finance,LITH,3083184765.0,30.83,34819384.18,1.14,69067971.6,2.29,103947135.0,3.49
962,Zambesigold,ZGD,1435302.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0
963,Bitrue Coin,BTR,747288832.0,93.26,1.378e-05,0.0,-83923.55,-0.01,27262.11,0.0
964,MileVerse,MVC,39321859.0,1.31,1.474e-05,0.0,224491.07,0.57,-4874909.61,-11.03
965,Bio Passport,BIOT,21914131.0,0.25,3.972e-05,0.0,0.0,0.0,3.067e-05,0.0
966,NetVRk,NETVR,37501546.0,37.5,0.0,0.0,-2208700.33,-5.56,250712.54,0.67
967,Meme Alliance,MMA,11446173.0,11.45,-606670.81,-5.03,167245.71,1.48,2008112.39,21.28
968,Muse,MUSE,37739.0,3.97,737.79,1.99,732.02,1.98,-392.67,-1.03
969,TENET,TENET,19222828.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0
970,Ambire Wallet,WALLET,151954263.0,28.06,112037.29,0.07,81950.06,0.05,266658.3,0.18
971,Blocto Token,BLT,1701995.0,0.48,-181853.26,-9.65,-301513.72,-15.05,-161189.06,-8.65
972,Dark Frontiers,DARK,8098638.0,3.24,-52044.4,-0.64,-167341.92,-2.02,449823.19,5.88
973,Kunci Coin,KUNCI,13731751.0,0.03,-37782.2,-0.27,-202348.32,-1.45,-460571.31,-3.25
974,Landshare Token,LAND,280427.0,7.17,18615.22,7.11,47406.0,20.34,53906.3,23.8
975,Luxurious Pro Network Token,LPNT,428934.0,0.54,0.0,0.0,0.0,0.0,4.775e-05,0.0
976,Dmail Network,DMAIL,6153513.0,3.08,271716.45,4.62,-1861292.23,-23.22,0.0,0.0
977,Santiment Network Token,SAN,38019665.0,45.62,-3.56e-05,0.0,-6.75e-07,0.0,-6.75e-07,0.0
978,Dypius V1,DYP,8181358.0,27.27,19557.57,0.24,29467.81,0.36,-2370.29,-0.03
979,Renewable Energy Token,RET,3732943922899291.0,7.47,30314339131254.0,0.82,13269119854703.0,0.36,135598847624762.0,3.77
980,Adappter Token,ADP,63122743.0,1.29,1539056.94,2.5,3462033.18,5.8,5201307.59,8.98
981,Fear NFTs,FEAR,5391199.0,12.91,188708.36,3.63,30197.12,0.56,9666.5,0.18
982,Squid Game,SQUID,70191480.0,9.25,-42025.23,-0.06,-6893360.24,-8.94,-4825923.38,-6.43
983,Rari Governance Token,RGT,435584.0,3.49,0.0,0.0,40119.42,10.14,39732.12,10.04
984,Lybra Finance,LBR,19599881.0,126.52,59215.39,0.3,1833861.69,10.32,7870666.6,67.1
985,Moonsama,SAMA,22610607.0,2.26,-80734.8,-0.36,-1597773.57,-6.6,833973.86,3.83
986,Idavoll Network,IDV,1043899775.0,52.19,124810897.0,13.58,72063874.49,7.42,527100699.0,101.99
987,NvirWorld,NVIR,311629989.0,2.91,-324867.98,-0.1,3433527.2,1.11,9187828.79,3.04
988,Shido,SHIDO,2427074.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
989,dHedge Token,DHT,1185172.0,1.19,3.675e-05,0.0,3.675e-05,0.0,-451.89,-0.04
990,ritestream,RITE,136932177.0,13.69,-1433050.95,-1.04,-3290399.75,-2.35,-1531447.81,-1.11
991,Atlas Navi,NAVI,30704474.0,10.23,-37050.83,-0.12,-43038.93,-0.14,514442.29,1.7
992,Stobox Token,STBU,19521878.0,19.52,647256.34,3.43,1044921.12,5.66,2835714.06,16.99
993,Sylo,SYLO,1240230459.0,12.4,-17042786.0,-1.36,-33883397.57,-2.66,-23243045.49,-1.84
994,Metaverse Index,MVI,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
995,Vixco,VIX,9214408.0,0.46,0.0,0.0,-732098.44,-7.36,5345773.28,138.18
996,ChainBing,CBG,1223760.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
997,HAVAH,HVH,148471003.0,2.83,-1128851.9,-0.75,2294820.22,1.57,17103755.26,13.02
998,MagicCraft,MCRT,594887286.0,5.95,1199283.94,0.2,-31080931.84,-4.97,-17972804.29,-2.93
999,Exeedme,XED,8211754.0,8.21,-4.463e-05,0.0,89816.99,1.11,3945752.36,92.49
1000,ONE,ONE,7545469852.0,79.85,-2.86e-05,0.0,-2.86e-05,0.0,301606436.0,4.16
